@relation ‘jgroups’

@attribute fix {False,True}
@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entrophy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute contains_bug {False,True}
@attribute author_date_unix_timestamp numeric

@data
False,1,2,2,0.899743759,38,0,0,1,0,0,833.5,0,3,False,1071254975
False,1,1,1,0,5,3,3488,1,0.028368056,42,835,36.25091799,198,False,1071255068
False,1,1,1,0,12,23,1703,1,0,3,836,0,433,False,1071274251
False,1,1,1,0,26,21,1132,1,9.8328125,8,837,1.101700302,434,True,1071523416
False,1,1,1,0,3,3,1142,1,0,11,838,0,435,True,1071527210
False,1,1,1,0,2,2,164,1,0,3,839,0,436,False,1071527420
False,1,1,1,0,18,12,2380,1,9.894571759,8,840,1.101065516,437,False,1071528752
False,1,1,1,0,28,4,2392,1,0.025972222,10,841,39.5026738,438,False,1071530996
False,1,1,1,0,5,1,3492,1,3.198078704,44,842,1.312687739,199,False,1071531382
False,1,1,1,0,67,5,106,1,9.926574074,6,843,1.100739691,136,False,1071531436
False,1,1,1,0,4,2,1942,1,3.890462963,4,844,1.257038818,439,False,1071531911
False,1,1,1,0,2,1,2364,1,9.935914352,10,845,1.10064499,440,False,1071532324
False,1,1,1,0,1492,0,0,1,0,0,846,0,441,True,1071697238
False,1,1,1,0,3,3,372,1,100.0026157,2,847,1.009999738,442,False,1071710870
False,2,2,2,0.985228136,4,3,1001.5,1,0,8,848.5,0,443,False,1071791515
False,2,2,2,0.650022422,35,1,1750,1,1.519924769,46,850.5,1.32896365,444,False,1071794025
False,1,2,2,0.845350937,33,0,0,1,0,0,852.5,0,5,False,1071794243
False,1,1,1,0,85,26,3043,1,0,3,854,0,445,False,1071800713
False,1,1,1,0,94,87,292,1,7.451099537,6,855,1.13420838,137,False,1071854048
False,1,1,1,0,23,10,3102,1,0.669733796,4,856,2.493130563,446,False,1071858578
False,1,1,1,0,71,0,0,1,0,0,857,0,138,False,1071867399
False,1,1,1,0,71,0,71,1,0,1,858,0,139,False,1071867703
False,1,1,1,0,2,2,142,1,0.002071759,2,859,483.6815642,140,False,1071867882
False,1,1,1,0,52,8,3128,1,1.085381944,6,860,1.921334656,447,False,1071952355
False,1,1,1,0,55,0,0,1,0,0,0,0,0,False,1071978205
False,1,1,1,0,132,0,0,1,0,0,6,0,0,False,1071978647
False,1,1,1,0,6,15,1738,2,0.004861111,4,8,206.7142857,6,False,1071978896
False,1,1,1,0,4,3,1244,1,23.37915509,10,112,1.042773145,6,False,1072087878
False,1,1,1,0,28,1,1332,1,67.74868056,6,114,1.014760435,8,False,1072087936
False,1,1,1,0,228,133,455,1,0,3,117,0,99,False,1072088049
False,1,1,1,0,5,5,908,1,0,7,861,0,448,False,1072112523
False,1,2,2,0.992688546,82,87,777,1,52.33051505,10,862.5,104.6018996,450,True,1072112940
False,1,1,1,0,1,31,908,1,0.000763889,10,864,1310.090909,451,False,1072113006
False,1,1,1,0,1,31,636,1,0.003854167,4,865,260.4594595,452,False,1072113273
False,1,1,1,0,4,1,3508,1,3.695428241,48,866,1.270604632,202,False,1072113310
False,1,1,1,0,37,22,164,1,6.793576389,4,867,1.147197874,453,True,1072114385
False,1,1,1,0,3,4,848,1,0.019351852,12,868,52.67464115,454,False,1072114678
False,1,1,1,0,147,69,3216,1,2.233935185,8,869,1.447640561,455,False,1072145367
False,1,1,1,0,2,2,1386,1,0,9,119,0,11,False,1072184074
False,1,1,1,0,347,0,0,1,0,0,870,0,456,False,1072202587
False,1,1,1,0,114,208,694,1,0.242673611,2,871,5.120761196,457,True,1072223554
False,2,2,2,0.425066236,122,5,311.5,1,0,6,872.5,0,141,False,1072224290
False,1,1,1,0,1,11,576,1,1.351365741,6,874,1.73999212,459,False,1072230031
False,1,1,1,0,16,1,1516,1,106.0147569,2,875,1.009432649,460,False,1072230319
False,1,1,1,0,77,2,3447,1,0,11,876,0,461,False,1072232709
False,1,1,1,0,6,14,1258,1,0,5,877,0,462,False,1072459319
False,1,1,1,0,80,80,262,1,0,3,878,0,463,True,1072479020
False,1,1,1,0,2,2,1142,1,0,13,879,0,464,True,1072482644
False,1,1,1,0,2,2,782,1,0,13,880,0,465,False,1072482680
False,1,1,1,0,11,20,782,1,0.000520833,14,881,1921,466,False,1072482725
False,1,1,1,0,25,12,262,1,0.054340278,4,882,19.40255591,467,False,1072483715
False,1,1,1,0,21,17,288,1,0.005960648,6,883,168.7669903,468,True,1072484230
False,1,1,1,0,4,1,3514,1,4.295543981,50,884,1.232799386,203,False,1072484445
False,1,1,1,0,24,6,526,1,0,7,885,0,469,False,1072490471
False,1,1,1,0,39,2,544,1,0.018622685,8,886,54.69794904,470,True,1072492080
False,1,1,1,0,0,32,64,1,112.760787,2,887,1.008868331,204,False,1072813176
False,1,1,1,0,0,42,42,1,0,3,888,0,14,False,1072815463
False,1,1,1,0,118,0,118,1,0,1,889,0,142,False,1072815880
False,1,1,1,0,0,1,13,1,0,3,890,0,15,False,1072815899
False,1,1,1,0,19,1,54,1,112.8150463,2,891,1.008864066,16,False,1072817864
False,1,1,1,0,7,3,90,1,0.076400463,4,892,14.08892592,17,False,1072824465
False,1,1,1,0,0,1,98,1,0.004895833,6,893,205.2553191,18,False,1072824888
False,1,1,1,0,3,3,96,1,0,9,45,0,3,False,1072827851
True,1,1,1,0,6,2,618,1,4.438831019,10,894,1.225284539,471,False,1072875595
False,1,1,1,0,446,790,3522,1,7.452349537,12,895,1.134185869,472,False,1072876592
False,1,1,1,0,37,34,2837,1,0,15,896,0,473,False,1072912542
False,1,1,1,0,285,284,679,1,0,3,897,0,143,True,1072913858
False,1,1,1,0,3,3,680,1,0,5,898,0,144,False,1072915742
False,1,1,1,0,57,0,57,1,0,1,899,0,145,True,1072918495
False,2,2,2,0.811278124,6,6,1760,1,0.076967593,22,900.5,9.484483937,146,False,1072920792
False,1,1,1,0,3,2,114,1,1.620625,2,902,1.617045893,147,False,1073058517
False,1,1,1,0,20,20,1262,1,98.11009259,22,903,1.010192631,475,True,1073061886
False,1,1,1,0,353,0,353,1,0,1,904,0,148,True,1073065168
False,1,2,2,0.997180399,29,3,707,1,0,12,905.5,0,150,False,1073066945
False,1,1,1,0,1,1,732,1,0.090405093,4,907,12.06132377,151,False,1073074756
False,2,2,2,0.591672779,7,7,1773,1,0,30,908.5,0,152,False,1073075954
False,2,2,2,0.721928095,17,3,1780,1,0,34,910.5,0,153,False,1073082731
False,5,44,44,3.651535456,229,2422,407.0909091,1,95.98639257,188,933.5,1.000914022,161,True,1073095735
False,1,1,1,0,1,1,244,1,118.1275694,2,956,1.008465424,162,False,1073276866
False,1,1,1,0,1,2,118,1,118.1909606,2,957,1.008460884,206,False,1073282343
False,1,1,1,0,0,5,318,1,118.2064815,2,958,1.008459773,163,False,1073283684
False,1,2,2,1,6,4,433,1,118.2066667,4,959.5,1.00634482,165,False,1073283700
False,1,1,1,0,2,2,116,1,0,5,121,0,1,False,1073293952
False,1,1,1,0,12,2,1246,1,13.96391204,12,122,1.07161317,12,True,1073294360
False,1,2,2,0.897345468,456,357,986,1,65.61444444,12,124.5,1.042646031,15,True,1073296447
False,1,1,1,0,2,3,1266,1,0.025798611,14,128,39.76177658,18,True,1073296589
False,1,1,1,0,24,19,647,1,0,5,131,0,21,False,1073297334
False,1,1,1,0,2,0,118,1,0,7,961,0,207,False,1073314446
False,1,3,3,0.143922897,114,1,0.666666667,1,10.2424267,2,963,1.032544371,168,False,1073325833
False,1,1,1,0,42,19,226,1,0.05119213,2,965,20.53425277,169,False,1073330256
False,1,1,1,0,3,3,696,1,0,17,966,0,170,False,1073350130
False,1,8,8,2.826551197,104,158,290,1,59.9136603,24,970.5,1.003493118,178,False,1073352856
False,1,1,1,0,96,155,2513,1,0,15,975,0,498,True,1073435361
False,1,1,1,0,5,1,3532,1,0,55,976,0,208,False,1073435479
False,1,1,1,0,5,3,698,1,0,19,977,0,179,False,1073437741
True,1,1,1,0,16,8,714,1,0,5,978,0,499,False,1073438896
False,1,1,1,0,9,1,2462,1,0,17,979,0,500,False,1073439228
False,1,1,1,0,12,3,244,1,1.847280093,6,980,1.541336424,180,False,1073512461
False,1,4,4,1.846674195,641,0,0,1,0,0,982.5,0,184,False,1073529529
False,2,12,12,2.486957025,1008,1022,1055,1,0,74,990.5,0,187,True,1073529596
False,1,1,1,0,3,7,1348,1,0,3,997,0,510,False,1073577117
True,2,2,2,0.450791388,47,6,2507.5,1,0,64,998.5,0,511,True,1073585312
False,1,1,1,0,137,136,320,1,5.675358796,4,1000,1.176200314,47,False,1073586086
False,1,1,1,0,157,0,157,1,0,1,1001,0,48,False,1073589213
False,1,1,1,0,3,1,1156,1,121.7456019,2,1002,1.008213849,512,False,1073589464
False,1,4,4,1.837224055,14,24,318,1,0,12,1004.5,0,191,False,1073591843
False,1,1,1,0,3,3,992,1,0.72494213,4,1007,2.379420452,192,False,1073592231
False,2,2,2,0.24376926,32,92,2366,1,61.11232639,60,1008.5,2.901240711,513,True,1073608083
False,1,1,1,0,37,31,1064,1,0.029236111,4,1010,35.20427553,514,False,1073610609
False,1,1,1,0,34,31,1076,1,0.053171296,6,1011,19.80713975,515,False,1073615203
False,1,1,1,0,0,116,116,1,0,3,133,0,101,False,1073643738
False,1,2,2,1,0,2,298,1,3.519733796,6,134.5,1.824087402,1,False,1073646579
False,1,2,2,0.987692509,20,3,128,1,86.08783565,4,138.5,1.008712032,103,False,1073672498
False,1,1,1,0,107,15,662,1,46.07377315,8,142,1.021704322,106,False,1073672607
False,1,1,1,0,14,0,110,1,2.336331019,4,1012,1.42802154,193,False,1073793702
False,1,4,4,1.793981084,186,210,246,1,1.576707176,14,1014.5,1.256574128,197,False,1073840766
False,1,1,1,0,33,27,2398,1,129.1846875,2,1017,1.007740856,516,False,1074232201
False,3,26,26,3.285219022,1114,839,1030.115385,2,0,164,1030.5,0,206,True,1074239134
False,1,5,5,1.697723159,280,112,214.4,1,0,23,1046,0,211,False,1074269805
False,3,25,25,4.366197116,120,348,1061.04,2,0.3765625,184,1061,1.405346595,220,True,1074271669
False,1,2,2,0.999010271,135,54,701,1,26.23048032,22,0.5,0.509530897,1,True,1074438668
False,2,2,2,0.989587521,18,7,1884.5,2,0,72,6.5,0,5,False,1074438846
False,1,1,1,0,3,6,1660,1,131.83375,2,1074,1.007585311,548,False,1074461080
False,1,1,1,0,4,1,3588,2,0.258206019,66,1075,4.872876418,213,False,1074461155
False,1,1,1,0,9,6,689,1,0,5,1076,0,549,False,1074725372
False,1,1,1,0,87,0,87,1,0,1,1077,0,49,False,1074726262
False,1,1,1,0,7,1,3594,2,3.069201389,68,1078,1.325817655,214,False,1074726334
False,1,1,1,0,35,0,35,1,0,1,1079,0,50,False,1074816271
False,1,6,6,1.958447977,458,0,0,1,0,0,1082.5,0,226,False,1074816510
False,1,4,4,1.044293214,155,20,215,1,0.090902778,8,1087.5,6.729564553,230,False,1074824364
False,1,7,7,2.373645314,721,38,235.8571429,1,0,21,1093,0,237,True,1074963267
False,1,1,1,0,27,5,70,1,1.704907407,2,1097,1.586542117,51,False,1074963575
False,1,1,1,0,5,2,314,1,8.032037037,6,1098,1.124501418,238,False,1074963773
False,1,1,1,0,14,16,1528,1,21.79240741,12,1099,1.045887542,550,True,1075179311
False,1,1,1,0,84,82,1714,1,0,7,1100,0,215,False,1075750980
False,1,2,2,0.853963499,85,62,1075,2,81.96442708,12,1101.5,1.032215369,552,False,1075752883
False,1,1,1,0,9,1,72,1,149.6673148,2,1103,1.006681486,52,False,1076001900
False,1,1,1,0,68,42,346,1,68.66200231,4,1104,1.014564096,553,False,1076001944
False,1,2,2,0.918295834,5,7,264,1,74.83415509,8,1105.5,2058.146198,555,False,1076001965
False,1,1,1,0,8,5,28,1,136.0047917,4,1107,1.007352682,53,False,1076176863
False,1,1,1,0,6,1,3606,2,19.23248843,70,1108,1.051995352,216,False,1076388021
False,3,6,6,1.841628632,145,94,1571.5,2,0,54,1111.5,0,559,False,1076389827
False,1,2,2,0.995727452,8,5,255,1,154.4780903,4,1115.5,1.004855057,240,False,1076417551
False,3,6,6,2.177679051,150,29,1575.833333,2,0,118,1119.5,0,241,False,1076628204
False,2,4,4,0.476751326,294,48,1735.5,3,39.24423611,68,1124.5,1.009774096,566,True,1076870050
False,2,4,4,1.047063488,241,598,639,3,16.57804977,14,11.5,0.761702469,10,False,1077168237
False,1,1,1,0,6,1,3622,2,7.903113426,74,18,1.126532411,0,False,1077311033
False,2,2,2,0.591672779,30,12,2604,2,35.82872685,80,1127.5,19.05963121,567,False,1077313426
False,1,1,1,0,3,3,3640,2,0,79,1129,0,220,False,1077315400
False,1,9,9,2.727096228,736,113,169.6666667,1,0,37,1134,0,250,False,1077317425
False,1,1,1,0,13,13,1148,1,88.7828588,4,1139,1.011263435,2,False,1077638193
False,1,1,1,0,32,9,1171,1,0,7,1140,0,3,False,1077642534
False,1,1,1,0,5,1,3640,2,3.787766204,80,1141,1.264007847,221,False,1077642663
False,1,1,1,0,9,1,1194,1,0.018958333,8,1142,53.74725275,4,False,1077644172
False,1,1,1,0,4,7,1210,1,0.207395833,10,1143,5.821697639,5,False,1077662091
False,1,1,1,0,25,15,3030,3,9.222430556,24,1144,1.108431285,568,True,1077666868
False,2,2,2,0.947851408,232,0,0,1,0,0,1145.5,0,251,False,1077676702
False,1,1,1,0,2,1,1160,1,47.98459491,4,1147,1.020840022,570,False,1077735333
False,1,1,1,0,92,0,0,1,0,0,1148,0,252,False,1077737145
False,1,1,1,0,92,0,92,1,0,1,1149,0,253,False,1077737477
False,1,1,1,0,150,0,0,1,0,0,1150,0,254,False,1077741615
False,1,1,1,0,94,16,842,2,0,9,1151,0,571,True,1077741752
False,2,2,2,0.918295834,6,3,2598.5,2,0,88,1152.5,0,572,False,1077741839
False,1,1,1,0,11,11,94,1,0,3,1154,0,573,False,1077742130
False,1,1,1,0,5,2,3050,3,0.872847222,26,1155,2.145675869,574,False,1077742282
False,1,1,1,0,34,1,1577,2,0,7,1156,0,575,True,1077743237
False,1,1,1,0,1,3,1610,2,0.000150463,8,1157,6647.153846,576,False,1077743250
False,1,1,1,0,46,1,300,1,0.019166667,2,1158,53.17391304,255,False,1077743271
False,1,1,1,0,16,1,390,1,0.001516204,4,1159,660.5419847,256,False,1077743402
False,1,1,1,0,28,5,420,1,0.00849537,6,1160,118.7111717,257,False,1077744136
