FIX	NS	NF	LT	NUC	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
0.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
1.0	3.02	7.0	3.0	6.0	
